id,refined_local_name,parent_id,refined_local_name_p,schema,vec_datatype_numeric,vec_datatype_text,vec_datatype_date,vec_datatype_miscellaneous,vec_constraint_pk,vec_constraint_fk,vec_constraint_notnull,vec_constraint_default,vec_constraint_unique,vec_constaint_check,concept_concat_info,concept_concat_sgtrt5,concept_concat_sgtrt5_dtype_constraints,reconstruction_error_zscore_sgtrt5,reconstruction_error_zscore_glove,reconstruction_error_lof_sgtrt5,reconstruction_error_lof_glove,reconstruction_error_01lof_sgtrt5,reconstruction_error_01lof_glove,reconstruction_error_pca2_glove,reconstruction_error_pca5_glove,reconstruction_error_pca2_sgtrt5,reconstruction_error_pca5_sgtrt5,reconstruction_error_01pca2_glove,reconstruction_error_01pca5_glove,reconstruction_error_01pca40_glove,reconstruction_error_01pca2_sgtrt5,reconstruction_error_01pca5_sgtrt5,reconstruction_error_01pca55_sgtrt5,reconstruction_error_01ae_v0_glove,reconstruction_error_01ae_v0_sgtrt5,reconstruction_error_01ae_v0_glove_b10,reconstruction_error_01ae_v0_sgtrt5_b10,reconstruction_error_ensemble_AHMb,reconstruction_error_ensemble_APC
CONCEPT_187,orderid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,1,0,0,0,0,0,orderid:customerorder:OC_HANA,customer order order id,customer order order id numeric primary key,0.6566248,0.7558533469368481,0.9882327,1.0153281607212812,0.98624974,0.9944272859657544,0.0487472259837274,0.0382715064598896,8.097472e-05,6.600402e-05,0.0111223836031667,0.0091485915262563,0.0024357465385936,0.0054255934,0.0045650634,0.0014366712,560.6726,714.9762,758.7308,924.6515,0.06527595244379786,0.14684522537503605
CONCEPT_188,productid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,1,0,0,0,0,productid:customerorder:OC_HANA,customer order product id,customer order product id numeric foreign key,0.6221053,0.7640293956482592,0.97849387,1.0125701506694624,0.9783958,1.0000987293171208,0.0590610193837774,0.0390198018336747,0.00014125109,8.170326e-05,0.0136891782202838,0.0100938103190559,0.0038118699913749,0.009104258,0.0056430213,0.0017441902,583.8786,704.287,774.45447,900.95233,0.02932415689148245,0.1397099387710795
CONCEPT_189,customerid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,1,0,0,0,0,customerid:customerorder:OC_HANA,customer order customer id,customer order customer id numeric foreign key,0.65577316,0.7967479480640056,0.9865056,1.0063598004102212,0.9851523,0.9947190277775634,0.0726122165861185,0.0438518950007963,0.00011263387,7.819723e-05,0.014116361667571,0.0104997699619231,0.0025508583535897,0.007562615,0.0054323017,0.001773645,589.702,726.9336,780.73535,935.03546,0.08435472775407109,0.185828790290792
CONCEPT_190,employeeid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,employeeid:customerorder:OC_HANA,customer order employee id,customer order employee id numeric,0.66591746,0.8153783063211698,0.97364384,1.0017724165383517,0.97485185,0.9886754837256072,0.0959844836295122,0.054630810726024,0.0002515612,0.0001431881,0.0170577540297694,0.0123705392282663,0.005517874156881,0.017065572,0.009810408,0.0029812548,602.9074,720.87177,791.4247,918.75256,0.1124615356805834,0.21538803338570517
CONCEPT_191,promotionid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,promotionid:customerorder:OC_HANA,customer order promotion id,customer order promotion id numeric,0.66821384,0.7800547462602017,0.9770109,0.9916553371134564,0.97668767,0.9972674151540356,0.0735985801955153,0.0499795436251114,0.000233971,0.0001942053,0.0144129774643399,0.0106688298005153,0.0065567404752329,0.015675101,0.013193153,0.006156154,584.1558,738.4236,779.97266,943.11804,0.13502424862250917,0.21962903164337483
CONCEPT_192,territoryid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,territoryid:customerorder:OC_HANA,customer order territory id,customer order territory id numeric,0.7037454,0.8129119730661983,0.9792074,0.9972696703802412,0.9773912,0.9879740311393892,0.098623439809216,0.0700783582624128,0.00030034324,0.00026922204,0.0188887873024022,0.0146168050649509,0.0070956389510002,0.019748406,0.017882472,0.0022783915,600.7852,766.26135,790.16895,957.16925,0.1993640875619917,0.27377497233865544
CONCEPT_193,orderperiodid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,orderperiodid:customerorder:OC_HANA,customer order order period id,customer order order period id numeric,0.6859425,0.9151044346826306,0.98317784,1.0409756133492256,0.98410237,1.0024159636741088,0.0769683786772939,0.0726857446736244,0.00018216927,0.00017853267,0.0175654133243865,0.0159837691283194,0.002512725213944,0.012477346,0.012127884,0.0021055953,605.396,755.9861,819.0021,956.53357,0.14853150528913175,0.2840168681342727
CONCEPT_194,requiredperiodid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,requiredperiodid:customerorder:OC_HANA,customer order required period id,customer order required period id numeric,0.73394364,0.9243563083915458,1.0087693,1.0753873995015144,1.0118648,1.0090886615880106,0.1080813898259533,0.0970422289632461,0.00027702234,0.00027376122,0.0211370992216752,0.0184814571609239,0.0037459825066614,0.019184591,0.018854417,0.0019001706,629.5754,797.2589,826.19135,991.9395,0.27286419839416065,0.3780051923355068
CONCEPT_195,shippedperiodid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,shippedperiodid:customerorder:OC_HANA,customer order shipped period id,customer order shipped period id numeric,0.730707,0.9342113160093636,1.015785,1.033544479924252,1.0188212,1.0047669986548342,0.1009503138108504,0.0939607512233178,0.00030015243,0.00027152515,0.0196916438625275,0.0178629483066181,0.0045155723546266,0.020204216,0.018635927,0.0020403329,612.6436,788.82336,820.11615,978.9371,0.2716613118471529,0.3837909961944014
CONCEPT_196,shipperid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,shipperid:customerorder:OC_HANA,customer order shipper id,customer order shipper id numeric,0.70579845,0.8258637732906949,0.97717994,0.9906350784327168,0.9763495,0.987909429338648,0.0950619105237367,0.0698492742026224,0.0002762626,0.00024888382,0.0174244333721684,0.0140114272007161,0.0081710013185989,0.018615732,0.017026832,0.00580986,598.6415,769.4621,790.54364,957.4728,0.191109814123807,0.2701452475916573
CONCEPT_197,unitprice,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,unitprice:customerorder:OC_HANA,customer order unit price,customer order unit price numeric,0.74589795,0.8817410254644139,1.0499855,1.0116641058852265,1.0434852,1.0059344998974091,0.1087845096128197,0.0750449076158722,0.00037973336,0.00023953214,0.023840788440201,0.0189672092158857,0.0012824288534625,0.02567263,0.015902596,0.0010114304,615.32,778.82477,800.09576,971.7448,0.3322875435146989,0.4086841202677272
CONCEPT_198,quantity,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,quantity:customerorder:OC_HANA,customer order quantity,customer order quantity numeric,0.73898745,0.7200790440303217,1.0170611,1.0081753059853855,1.0217582,1.004425822865333,0.0451885347683652,0.0325432893199717,0.00030722868,0.00022151698,0.0130857795419819,0.0094022736385743,0.0024523509944424,0.021403082,0.015306125,0.0013723805,547.2727,761.5979,730.2619,953.096,0.25564421598802456,0.2607855361627335
CONCEPT_199,discount,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,discount:customerorder:OC_HANA,customer order discount,customer order discount numeric,0.75165814,0.7941972081915066,1.0120324,1.0117562292020033,1.0142581,0.9990031899212908,0.0788172690801237,0.0618430861285391,0.00035585542,0.00028197342,0.0191965555618096,0.0144558481510581,0.007075920623244,0.024910571,0.019459391,0.00643304,577.53125,776.3667,769.20306,963.3479,0.28738864109079754,0.3183278903054357
CONCEPT_200,unitsales,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,unitsales:customerorder:OC_HANA,customer order unit sales,customer order unit sales numeric,0.74554396,0.8991152612005882,1.0798038,1.019331074312157,1.0784619,1.0038176957958511,0.1207598228063349,0.0891816246729884,0.00041297494,0.00032845978,0.0253734904683444,0.0204316282982665,0.0047376148055002,0.027550524,0.022151783,0.0035438829,618.74023,781.9631,807.9948,959.10645,0.3565615203435433,0.44140906341626357
CONCEPT_201,netsales,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,netsales:customerorder:OC_HANA,customer order net sales,customer order net sales numeric,0.7838922,0.955467146382604,1.0964634,1.076713589493191,1.0955868,1.0326153876059427,0.160045329082131,0.1272577399408541,0.00047604713,0.00038022376,0.0307711588483425,0.025678799597508,0.0107758553508576,0.031866293,0.025832415,0.003691608,656.6002,813.8867,837.1881,1002.1749,0.46287527153948826,0.5465741168932929
CONCEPT_202,unitcost,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,unitcost:customerorder:OC_HANA,customer order unit cost,customer order unit cost numeric,0.78511924,0.8972922587519078,1.0602777,1.0196668195551577,1.0503209,1.0093925482401809,0.1183647830806305,0.0809261103350437,0.00042799706,0.0002818622,0.025020201815245,0.0196712714944017,0.0046894597119866,0.028837897,0.018897843,0.002181234,631.0393,815.0249,807.5633,1008.4048,0.42233639098970205,0.47770831303662376
CONCEPT_203,freight,CONCEPT_186,customerorder,OC_HANA,0,1,0,0,0,0,0,0,0,0,freight:customerorder:OC_HANA,customer order freight,customer order freight text,0.75271535,0.8460791081819015,1.0655789,1.04601800170299,1.0654857,0.9987979648069316,0.0932355203916636,0.0722350911023306,0.00042777392,0.0003546203,0.0255843968188348,0.0186629528330797,0.0074868158032937,0.028741427,0.02412334,0.0069466406,606.8081,798.338,790.9184,980.91003,0.37620166753742884,0.4308479142318448
CONCEPT_204,cost,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,cost:customerorder:OC_HANA,customer order cost,customer order cost numeric,0.76970506,0.76956206744495,1.0275874,1.01249647178984,1.0270282,1.000395305113223,0.0671637802308722,0.0391366270855872,0.00035733738,0.00019606417,0.0176573765986845,0.0124549343904812,0.004329324789512,0.024382504,0.013101225,0.003040177,578.41943,805.112,753.1888,1012.93774,0.36329047768122247,0.3695607150435329
CONCEPT_205,quantityordered,CONCEPT_186,customerorder,OC_HANA,0,1,0,0,0,0,0,0,0,0,quantityordered:customerorder:OC_HANA,customer order quantity ordered,customer order quantity ordered text,0.72608536,0.8773769397862299,1.007808,1.0037040213747608,1.0081689,1.0011402189416307,0.0956176591834503,0.0724573946757019,0.00028326016,0.00019746978,0.0240572381996793,0.0190942265877858,0.0048094148221062,0.019620787,0.01359322,0.001377775,613.77,744.4528,800.09796,932.91235,0.21017428868950266,0.298838350000773
CONCEPT_206,deliveredperiodid,CONCEPT_186,customerorder,OC_HANA,0,1,0,0,0,0,0,0,0,0,deliveredperiodid:customerorder:OC_HANA,customer order delivered period id,customer order delivered period id text,0.7099328,0.8998692113059665,1.0022888,1.0286771085842958,1.000883,1.002979993850424,0.093874718449941,0.0871423244992177,0.00027459682,0.00027152334,0.0213458442612411,0.0185303252071959,0.0054331653039192,0.018156908,0.018046351,0.0038690595,615.7117,780.4954,816.1494,974.6749,0.23204939924499982,0.3430019752629096
